,idt,name,category,description,city,country,latitude,longitude,year_founded,employees,total_money_raised
1139,52cdef7d4bab8bd6752998c8,IntelePeer,enterprise,Cloud-based communication services,Denver,USA,39.755363,-105.008551,2003,,$41.1M
1140,52cdef7d4bab8bd6752998cb,RoyaltyShare,public_relations,,San Diego,USA,32.893366,-117.200035,2005,,$11.5M
1142,52cdef7d4bab8bd6752998d2,InstallFree,software,,Stamford,USA,41.073034,-73.550452,2006,,$11.5M
1144,52cdef7d4bab8bd6752998fd,Centrify,network_hosting,identity and mobile device management,Sunnyvale,USA,37.390918,-122.080843,2004,160.0,$52M
1145,52cdef7d4bab8bd67529990d,Integrate,software,Marketing Software and Media Services,Scottsdale,USA,40.7481039,-74.0353787,2010,120.0,$34.8M
1150,52cdef7d4bab8bd675299918,Pioco,mobile,,Shanghai,CHN,31.222222,121.475,2006,54.0,$0
1153,52cdef7d4bab8bd67529993b,NexPlanar,semiconductor,CMP pad Producer,Hillsboro,USA,45.546481,-122.9021288,2008,,$43M
1156,52cdef7d4bab8bd675299944,ZManda,software,backup and recovery software,Sunnyvale,USA,37.3725243,-122.035963,2005,,$13M
1161,52cdef7d4bab8bd675299951,Nextiva,enterprise,Business VoIP Phone Systems,Scottsdale,USA,33.555878,-111.8963228,2005,200.0,$0
1163,52cdef7d4bab8bd675299974,Synchronica,mobile,Mobile Email Synchronization,Berlin,DEU,52.494722,13.398514,2004,,$17.6M
1164,52cdef7d4bab8bd675299974,Synchronica,mobile,Mobile Email Synchronization,Raleigh,USA,35.868807,-78.615986,2004,,$17.6M
1165,52cdef7d4bab8bd675299974,Synchronica,mobile,Mobile Email Synchronization,Campbell,USA,37.275604,-121.952034,2004,,$17.6M
1167,52cdef7d4bab8bd675299979,Palo Alto Networks,security,Hardware Firewalls,Santa Clara,USA,37.410439,-122.016125,2005,,$329M
1168,52cdef7d4bab8bd67529997b,Envysion,software,web-based video management software,Louisville,USA,39.97764,-105.13114,2006,,$13.3M
1169,52cdef7d4bab8bd675299991,BitWave,mobile,,Lowell,USA,42.616152,-71.325869,2004,,$27.8M
1170,52cdef7d4bab8bd6752999c2,KoolSpan,security,Chip-based security,Bethesda,USA,38.987594,-77.0974791,2003,,$37.7M
1174,52cdef7d4bab8bd675299a10,Lyft,software,Your friend with a car™,San Francisco,USA,37.7899027,-122.4007846,2007,180.0,$82.5M
1176,52cdef7d4bab8bd675299a27,Demandbase,analytics,,San Francisco,USA,37.796843,-122.400346,2006,80.0,$33M
1177,52cdef7d4bab8bd675299a37,Jumptap,mobile,Mobile advertising solutions,Boston,USA,42.368633,-71.075305,2005,,$122M
1178,52cdef7d4bab8bd675299a37,Jumptap,mobile,Mobile advertising solutions,New York City,USA,40.751478,-73.980305,2005,,$122M
1181,52cdef7d4bab8bd675299a46,Popego,advertising,,San Francisco,USA,37.778687,-122.421242,2007,120.0,$0
1182,52cdef7d4bab8bd675299a57,Spotmau Corporation,software,,Humble,USA,29.985528,-95.3082988,2006,70.0,$0
1183,52cdef7d4bab8bd675299a5b,Thomson Reuters,public_relations,Intelligent Information Provider,New York,USA,40.7564318,-73.9871847,2008,50000.0,$0
1185,52cdef7d4bab8bd675299a88,Yammer,enterprise,Enterprise Social Network,San Francisco,USA,37.776246,-122.4179223,2008,400.0,$142M
1187,52cdef7d4bab8bd675299a8b,GoPlanit,web,online travel planning,san francisco,USA,37.791576,-122.399363,2007,,$500k
1188,52cdef7d4bab8bd675299a97,PostPath,web,email and collaboration servers,Mountain View,USA,37.390501,-122.081151,2003,,$24.3M
1189,52cdef7d4bab8bd675299ac6,TRUECar,transportation,Car Buying Marketplace,Santa Monica,USA,34.0152942,-118.4965479,2005,303.0,$352M
1191,52cdef7d4bab8bd675299ac6,TRUECar,transportation,Car Buying Marketplace,Santa Monica,USA,34.012985,-118.49567,2005,303.0,$352M
1192,52cdef7d4bab8bd675299ac6,TRUECar,transportation,Car Buying Marketplace,Austin,USA,30.3096936,-97.9390133,2005,303.0,$352M
1193,52cdef7d4bab8bd675299ac6,TRUECar,transportation,Car Buying Marketplace,Santa Barbara,USA,34.4405218,-119.7445783,2005,303.0,$352M
1194,52cdef7d4bab8bd675299b0c,Intela,advertising,Global Performance Marketing,Boulder,USA,40.058448,-105.278785,2006,70.0,$13.3M
1195,52cdef7d4bab8bd675299b0c,Intela,advertising,Global Performance Marketing,London,GBR,51.5139758,-0.1230127,2006,70.0,$13.3M
1197,52cdef7d4bab8bd675299b0f,Picateers,web,,San Mateo,USA,37.5574,-122.301914,2005,,$12.1M
1198,52cdef7d4bab8bd675299b10,SailPoint Technologies,enterprise,identity governance software,Austin,USA,30.355703,-97.797117,2005,,$25.8M
1200,52cdef7d4bab8bd675299b49,Big Stage,web,3d imaging,South Pasadena,USA,34.111471,-118.174878,2008,,$10.6M
1202,52cdef7d4bab8bd675299b5e,Mimosa Systems,software,Data Archiving Software,Santa Clara,USA,37.379684,-121.97514,2003,,$53.8M
1203,52cdef7d4bab8bd675299b5e,Mimosa Systems,software,Data Archiving Software,Ottawa,CAN,45.343475,-75.7186146,2003,,$53.8M
1204,52cdef7d4bab8bd675299b5e,Mimosa Systems,software,Data Archiving Software,Reading,GBR,51.461674,-0.93391,2003,,$53.8M
1205,52cdef7d4bab8bd675299b5e,Mimosa Systems,software,Data Archiving Software,Boulogne Billancourt,FRA,48.8386994,2.2376715,2003,,$53.8M
1206,52cdef7d4bab8bd675299b5e,Mimosa Systems,software,Data Archiving Software,Aschheim-Dornach,DEU,48.1520662,11.6823188,2003,,$53.8M
1211,52cdef7d4bab8bd675299b84,Lolapps,web,,San Francisco,USA,37.7870923,-122.3999719,2008,65.0,$4M
1212,52cdef7d4bab8bd675299b86,Stylesight,fashion,SaaS Trend Forecasting Platform,NEW YORK,USA,40.730763,-74.000827,2004,200.0,$26M
1213,52cdef7d4bab8bd675299b9a,Connectbeam,software,software applications,Mountain View,USA,37.401818,-122.050565,2005,,$3.5M
1214,52cdef7d4bab8bd675299bc0,Taglocity,enterprise,,Vancouver,CAN,49.2812342,-123.1043395,2007,,$1.2M
1215,52cdef7d4bab8bd675299bc4,Helpstream,web,,Mountain View,USA,37.418262,-122.087859,2004,,$8.6M
1217,52cdef7d4bab8bd675299bd8,Chegg,education,Online textbook rental,Santa Clara,USA,37.352313,-121.967982,2005,,$252M
1218,52cdef7d4bab8bd675299bd9,Xactly Corp,analytics,Incent Right.,San Jose,USA,37.334738,-121.891516,2005,,$73.9M
1219,52cdef7d4bab8bd675299bd9,Xactly Corp,analytics,Incent Right.,Boston,USA,42.355077,-71.056928,2005,,$73.9M
1222,52cdef7d4bab8bd675299bdd,Hangout Industries,games_video,,Boston,USA,42.352835,-71.0609612,2005,,$12M
1224,52cdef7d4bab8bd675299c2b,FetchBack,advertising,,Tempe,USA,33.426418,-111.9396,2007,100.0,$1M
1225,52cdef7d4bab8bd675299c3f,ConSentry Networks,network_hosting,Intelligent User & App Control Switch,Milpitas,USA,37.407311,-121.898605,2003,80.0,$46.4M
1227,52cdef7d4bab8bd675299c75,inTALK,mobile,,Tempe,USA,33.407392,-111.892085,2007,100.0,$0
1229,52cdef7d4bab8bd675299cbf,Brightstorm,games_video,Video Tutorial Site,San Francisco,USA,37.804619,-122.371203,2008,,$6M
1230,52cdef7d4bab8bd675299cc0,Trizeon,advertising,,Hyderabad,IND,17.498081,78.389911,2004,60.0,$0
1231,52cdef7d4bab8bd675299cc1,Jobmixi,search,,Hyderabad,IND,17.498081,78.389911,2004,55.0,$0
1232,52cdef7d4bab8bd675299d16,RiseSmart,enterprise,Enterprise Career Management,San Jose,USA,37.383526,-122.012808,2007,100.0,$12.6M
1233,52cdef7d4bab8bd675299d19,Vertica Systems,software,data management solutions,Billerica,USA,42.543932,-71.278698,2005,,$30.5M
1234,52cdef7d4bab8bd675299d28,Exaprotect,security,Enterprise Security Management,Mountain View,USA,37.419347,-122.089639,2004,,$7.66M
1235,52cdef7d4bab8bd675299d49,Facebookster,public_relations,,Fremont,USA,37.506206,-121.949247,2003,124.0,$0
1236,52cdef7d4bab8bd675299d4b,CityVoter,web,,Cambridge,USA,42.358184,-71.106389,2005,,$4.18M
1239,52cdef7d4bab8bd675299d5d,Groupon,web,Local Daily Deals,Chicago,USA,41.8965162,-87.643622,2008,10000.0,$1.15B
1243,52cdef7d4bab8bd675299d68,Heatwave Interactive,games_video,,Austin,USA,30.297775,-97.762921,2008,,$12.6M
1244,52cdef7d4bab8bd675299d6f,OneSpot,advertising,Content Advertising,Austin,USA,30.2686147,-97.7404872,2005,,$11.7M
1245,52cdef7d4bab8bd675299d74,CoreTrace,security,Computer & Network Security,Austin,USA,30.392018,-97.848345,2007,,$16.9M
1246,52cdef7d4bab8bd675299d7c,PicApp,web,,San Francisco,USA,37.79402,-122.4031242,2008,,$3.2M
1247,52cdef7d4bab8bd675299d9f,metaio,software,,Munich,DEU,48.160718,11.553725,2003,65.0,$0
1248,52cdef7d4bab8bd675299d9f,metaio,software,,San Francisco,USA,37.590339,-122.341715,2003,65.0,$0
1249,52cdef7d4bab8bd675299da3,DreamBox Learning,education,Education Software,Bellevue,USA,47.6130554,-122.1967108,2004,,$35.6M
1250,52cdef7d4bab8bd675299dae,Navara,software,,Maarssen,NLD,52.126616,5.038078,2012,80.0,$0
1252,52cdef7d4bab8bd675299daf,Bloglovin,web,RSS Reader,New York,USA,40.740308,-74.007199,2008,,$1M
1253,52cdef7d4bab8bd675299dbd,Finsphere,mobile,Mobile Identity Protection,Bellevue,USA,47.614761,-122.198904,2007,,$30.7M
1254,52cdef7d4bab8bd675299dcd,Smule,music,iPhone apps and games,San Francisco,USA,37.779624,-122.391236,2008,55.0,$25.5M
1257,52cdef7d4bab8bd675299e11,InPage Incorporated,advertising,,Charlotte,USA,35.2267,-80.8434,2006,100.0,$0
1259,52cdef7d4bab8bd675299e68,MyShape,ecommerce,User Personalized Stores,Glendale,USA,34.141876,-118.132377,2003,,$28M
1260,52cdef7d4bab8bd675299e77,FamilyLink,web,Tools to connect families,Provo,USA,40.250096,-111.643179,2006,60.0,$3.65M
1261,52cdef7d4bab8bd675299e99,One Season,games_video,Online Sports Entertainment,San Francisco,USA,37.775196,-122.419204,2007,,$3.75M
1262,52cdef7d4bab8bd675299e9b,Avaak,mobile,wireless video technology,San Diego,USA,32.897274,-117.201076,2004,,$17M
1264,52cdef7d4bab8bd675299ef0,Sailthru,public_relations,Customer Data & Communication Platform,New York,USA,40.738143,-74.008159,2008,85.0,$48M
1266,52cdef7d4bab8bd675299f04,eriQoo,search,Service and product search,Fremont,USA,37.4942858,-121.9814354,2006,96.0,$40M
1268,52cdef7d4bab8bd675299f10,Poptent,photo_video,Crowdsourced Video Production,Conshohocken,USA,40.0018743,-75.2747196,2007,60.0,$8.5M
1270,52cdef7d4bab8bd675299f11,Kiva Systems,hardware,,North Reading,USA,42.492256,-71.134549,2003,,$11.6M
1271,52cdef7d4bab8bd675299f17,Meteor Games,games_video,Social Game Development Studio,Beverly Hills,USA,34.09316,-118.378335,2007,70.0,$0
1272,52cdef7d4bab8bd675299f1c,Nexenta Systems,software,Global Leader in Software-Defined Storag,Santa Clara,USA,37.444098,-122.161287,2005,200.0,$49.9M
1274,52cdef7d4bab8bd675299f34,SolFocus,cleantech,solar energy,San Jose,USA,37.3987372,-122.0497918,2005,,$211M
1276,52cdef7d4bab8bd675299f4f,Vinfolio,ecommerce,Wine Selection and Software,San Francisco,USA,37.763293,-122.410752,2003,68.0,$10.6M
1277,52cdef7d4bab8bd675299f90,DubMeNow,mobile,Mobile and  Virtual Business Cards,Viena,USA,38.916336,-77.230488,2008,,$7.52M
1278,52cdef7d4bab8bd675299f94,TVGla,web,Digital Marketing Agency,Los Angeles,USA,33.988687,-118.439532,2007,55.0,$0
1279,52cdef7d4bab8bd675299fb0,Cloudera,enterprise,Enterprise support for Apache Hadoop,Palo Alto,USA,37.5783417,-122.3497546,2008,230.0,$141M
1280,52cdef7d4bab8bd675299fb1,Vuclip,photo_video,Video on any mobile,Milpitas,USA,37.406027,-121.918642,2008,100.0,$27M
1281,52cdef7d4bab8bd675299fb1,Vuclip,photo_video,Video on any mobile,New Delhi,IND,28.635308,77.22496,2008,100.0,$27M
1282,52cdef7d4bab8bd675299fb1,Vuclip,photo_video,Video on any mobile,Mumbai,IND,19.0759837,72.8776559,2008,100.0,$27M
1284,52cdef7d4bab8bd675299fb8,ResearchGate,social,The professional network for scientists.,Berlin,DEU,52.5308516,13.3842605,2008,74.0,$35M
1285,52cdef7d4bab8bd675299fb9,Booyah,games_video,"Real-World Social Gaming, iPhone App",San Francisco,USA,37.420728,-122.2103414,2008,,$59.5M
1290,52cdef7d4bab8bd675299fd1,Apigee,enterprise,"API Management, Control & Analytics",Palo Alto,USA,37.369445,-121.967223,2004,65.0,$107M
1292,52cdef7d4bab8bd675299fe9,SolarCity,cleantech,Solar Panel Installation and Financing ,San Mateo,USA,37.563039,-122.277639,2006,,$789M
1294,52cdef7d4bab8bd67529a005,Railsware,software,,Beaverton,USA,45.494668,-122.827044,2006,60.0,$60k
1295,52cdef7d4bab8bd67529a013,ReverbNation,software,Online musician tools,Durham,USA,36.002893,-78.904075,2006,85.0,$5M
1296,52cdef7d4bab8bd67529a013,ReverbNation,software,Online musician tools,New York,USA,40.718888,-74.001169,2006,85.0,$5M
1299,52cdef7d4bab8bd67529a078,Syndiant,semiconductor,handheld device to large screen,Dallas,USA,32.996571,-96.7562,2004,,$26.2M
1300,52cdef7d4bab8bd67529a08a,isocket,advertising,Direct ad sales platform,Burlingame,USA,37.55909,-122.321836,2009,,$10.1M
1302,52cdef7d4bab8bd67529a0b8,Games2Win,games_video,,"Tardeo,Mumbai",IND,18.9742904,72.8127265,2005,,$13M
1305,52cdef7d4bab8bd67529a0ec,A10 Networks,network_hosting,Application Delivery,San Jose,USA,37.391198,-121.93393,2004,500.0,$118M
1307,52cdef7d4bab8bd67529a127,BrightScope,finance,Financial Data Firm,San Diego,USA,32.873081,-117.2117395,2008,70.0,$5.9M
1308,52cdef7d4bab8bd67529a13f,Ozone Media Solutions,web,,Mumbai,IND,19.017656,72.856178,2006,,$4M
1309,52cdef7d4bab8bd67529a13f,Ozone Media Solutions,web,,Bangalore,IND,12.971606,77.594376,2006,,$4M
1310,52cdef7d4bab8bd67529a157,Model Metrics,enterprise,Cloud Computing Services & Solutions,Chicago,USA,41.8961282,-87.6371628,2003,120.0,$2.5M
1311,52cdef7d4bab8bd67529a15a,Vox Media,news,Premium online publisher,Washington,USA,38.898713,-77.022422,2003,,$61.1M
1312,52cdef7d4bab8bd67529a16a,Tekriti Software,software,,Gurgaon,IND,28.435018,77.003186,2005,200.0,$0
1315,52cdef7d4bab8bd67529a174,Xignite,finance,On-Demand Financial Market Data,San Mateo,USA,37.560236,-122.286752,2003,,$12.9M
1316,52cdef7d4bab8bd67529a175,RadarFind,mobile,Real-time Location System (RTLS),Morrisville,USA,35.8455929,-78.8012482,2003,,$2M
1317,52cdef7d4bab8bd67529a198,Awdio,games_video,,Paris,FRA,48.887534,2.356288,2007,,€1.5M
1322,52cdef7d4bab8bd67529a1b6,SinoTech Group,advertising,Digital Marketing Company,Sydney,AUS,-33.868778,151.204586,2007,160.0,$0
1324,52cdef7d4bab8bd67529a1bd,WJT Global Solutions,consulting,,New York,USA,40.74931,-73.821321,2008,2000.0,$0
1325,52cdef7d4bab8bd67529a1bd,WJT Global Solutions,consulting,,Santiago,CHL,-33.42536,-70.566466,2008,2000.0,$0
1326,52cdef7d4bab8bd67529a1bd,WJT Global Solutions,consulting,,Calcutta,IND,22.572646,88.363895,2008,2000.0,$0
1327,52cdef7d4bab8bd67529a1bd,WJT Global Solutions,consulting,,Shanghai,CHN,31.224353,121.475916,2008,2000.0,$0
1328,52cdef7d4bab8bd67529a1bd,WJT Global Solutions,consulting,,New Delhi,IND,28.635308,77.22496,2008,2000.0,$0
1329,52cdef7d4bab8bd67529a1d5,SOASTA,enterprise,Cloud-Based Testing ,Mountain View,USA,37.418616,-122.087417,2006,100.0,$63.6M
1331,52cdef7d4bab8bd67529a1f1,Open-Xchange,software,Software for SaaS Provider ,Tarrytown,USA,41.0662835,-73.8625452,2005,100.0,$37.8M
1332,52cdef7d4bab8bd67529a1f1,Open-Xchange,software,Software for SaaS Provider ,Olpe,DEU,51.029415,7.850863,2005,100.0,$37.8M
1333,52cdef7d4bab8bd67529a1f1,Open-Xchange,software,Software for SaaS Provider ,Nuremberg,DEU,49.4605351,11.0823953,2005,100.0,$37.8M
1334,52cdef7d4bab8bd67529a1f9,JR Language Translation Services,other,Translationa and Localization Agency,Webster,USA,43.197477,-77.49896,2006,100.0,$0
1335,52cdef7d4bab8bd67529a20b,Feedbooks,web,Ebook publishing and distribution,Paris,FRA,48.883329,2.3679195,2007,,€589k
1336,52cdef7d4bab8bd67529a214,NFi Studios,advertising,,Orlando,USA,28.542896,-81.378805,2004,,$350k
1337,52cdef7d4bab8bd67529a23b,Clearwire,mobile,wireless ISP,Kirkland,USA,30.6324797,-86.9843446,2003,,$5.7B
1338,52cdef7d4bab8bd67529a23f,SPIL GAMES,games_video,Online Gaming Portal,Hilversum,NLD,52.220726,5.198824,2004,300.0,$0
1341,52cdef7d4bab8bd67529a25f,TRX Systems,software,Personnel Tracking Systems,Greenbelt,USA,38.9916581,-76.879257,2004,,$2M
1342,52cdef7e4bab8bd67529a264,GetBack,web,,Los Angeles,USA,34.0342337,-118.4536137,2007,,$1.7M
1343,52cdef7e4bab8bd67529a290,Verismo Networks,games_video,,Mountain View,USA,37.3874345,-122.051793,2003,,$17M
1345,52cdef7e4bab8bd67529a2aa,Jaincotech,other,,"Solon,",USA,41.38778,-81.463538,2004,300.0,$0
1346,52cdef7e4bab8bd67529a2aa,Jaincotech,other,,United Kingdom.,GBR,51.5350682,-0.1416596,2004,300.0,$0
1347,52cdef7e4bab8bd67529a2bb,GlobalCrypto,software,,Atlanta,USA,33.776834,-84.3895875,2006,,$1M
1350,52cdef7e4bab8bd67529a2e8,DeepDyve,web,Research Search Engine,Sunnyvale,USA,37.377787,-122.029217,2005,,$5.38M
1351,52cdef7e4bab8bd67529a2f3,Automatic,advertising,Digital Advertising Agency,Irvine,USA,33.65042,-117.747055,2008,65.0,$0
1352,52cdef7e4bab8bd67529a2f7,Planet Metrics,cleantech,,San Bruno,USA,37.628328,-122.420814,2007,,$2.3M
1354,52cdef7e4bab8bd67529a2fc,Populis,web,Online Media Company,Rome,ITA,41.8663418,12.4972454,2004,140.0,€11.5M
1355,52cdef7e4bab8bd67529a315,One True Media,games_video,Online editing and sharing,Redwood City,USA,37.485824,-122.212095,2005,,$14M
1356,52cdef7e4bab8bd67529a323,Trustpilot,web,Online review service,Copenhagen V,DNK,55.6739617,12.5605372,2007,100.0,$18.4M
1357,52cdef7e4bab8bd67529a327,Collabor,software,The Customer Collaboration Company,Marlborough,USA,42.3389044,-71.590103,2005,60.0,$0
1358,52cdef7e4bab8bd67529a336,PeerApp,software,Intelligent Media Caching,Newton,USA,42.3127142,-71.2252014,2004,,$22.5M
1359,52cdef7e4bab8bd67529a358,Decho,web,,Seattle,USA,47.6024156,-122.3326145,2008,150.0,$0
1360,52cdef7e4bab8bd67529a373,Clearleap,software,Television and Online Video IP Delivery,Duluth,USA,34.070164,-84.058708,2007,75.0,$41.3M
1362,52cdef7e4bab8bd67529a388,Datacastle,enterprise,Enterprise data protection and backup,Seattle,USA,47.651315,-122.3498959,2005,,$14.5M
1363,52cdef7e4bab8bd67529a390,Imagine Communications,software,digital video processing,San Diego,USA,32.9388917,-117.2398594,2005,,$34.7M
1364,52cdef7e4bab8bd67529a3ca,Twilio,enterprise,Cloud Communications API,San Francisco,USA,37.7898499,-122.4006831,2007,100.0,$104M
1365,52cdef7e4bab8bd67529a3cd,Behind the Burner,web,,New York,USA,40.753918,-73.981237,2008,,$500k
1368,52cdef7e4bab8bd67529a3ee,Gemalto,hardware,,Amsterdam,NLD,52.336117,4.887641,2006,12000.0,$0
1369,52cdef7e4bab8bd67529a419,MediaMath,advertising,Demand Side Platform,New York,USA,40.756799,-73.9763479,2007,125.0,$26.9M
1370,52cdef7e4bab8bd67529a430,IsayBlog!,web,Italian blog,Rome,ITA,41.8924033,12.4764711,2008,154.0,$0
1372,52cdef7e4bab8bd67529a44a,Zuberance,advertising,,San Carlos,USA,37.506475,-122.259932,2007,,$12M
1373,52cdef7e4bab8bd67529a469,WiChorus,mobile,platforms for 4G networks,San Jose,USA,37.409096,-121.943191,2005,,$42.5M
1375,52cdef7e4bab8bd67529a486,LogMeIn,software,,Woburn,USA,42.486535,-71.115413,2003,,$20M
1376,52cdef7e4bab8bd67529a486,LogMeIn,software,,Amsterdam,NLD,52.3710089,4.9277653,2003,,$20M
1377,52cdef7e4bab8bd67529a497,ZeroTurnaround,software,Productivity tools for Java developers,Tartu,USA,58.3820542,26.731054,2007,70.0,$2.7M
1382,52cdef7e4bab8bd67529a4b6,Synthesio,software,Global Social Media Listening,New York,USA,40.7431836,-73.9935011,2006,75.0,$2M
1387,52cdef7e4bab8bd67529a525,Deal4Loans,web,Loan and credit card aggregator of India,Delhi,IND,28.4404308,77.0789194,2007,60.0,$0
1388,52cdef7e4bab8bd67529a530,Bit9,security,Advanced Endpoint Protection,Waltham,USA,42.388133,-71.26322,2003,,$82.9M
1390,52cdef7e4bab8bd67529a53f,Hi-Midia,other,,Rio de Janeiro,BRA,-22.9534377,-43.1698887,2005,65.0,$0
1392,52cdef7e4bab8bd67529a58c,Canpages,search,Canadian Local Search Company,British Columbia,CAN,49.2599284,-122.9153695,2006,400.0,$110M
1394,52cdef7e4bab8bd67529a5be,Refinery29,fashion,,New York,USA,40.7277189,-73.9508211,2004,,$30.4M
1395,52cdef7e4bab8bd67529a5c0,OwnerIQ,advertising,Path-to-purchase media,Boston,USA,42.3472851,-71.0499948,2006,,$28.3M
1396,52cdef7e4bab8bd67529a5c0,OwnerIQ,advertising,Path-to-purchase media,Mill Creek,USA,47.852479,-122.218976,2006,,$28.3M
1398,52cdef7e4bab8bd67529a5ff,mFoundry,mobile,Mobile Banking and Payments,Larkspur,USA,37.862592,-122.493561,2004,160.0,$40.3M
1402,52cdef7e4bab8bd67529a62b,CyberSynchs,mobile,Universal Data Synchronization Solution,NYC,USA,40.745534,-73.990033,2008,100.0,$0
1403,52cdef7e4bab8bd67529a642,CampusEAI,enterprise,,Cleveland,USA,41.5139193,-81.6747295,2003,200.0,$0
1404,52cdef7e4bab8bd67529a642,CampusEAI,enterprise,,Newark,USA,40.7350747,-74.1739057,2003,200.0,$0
1405,52cdef7e4bab8bd67529a642,CampusEAI,enterprise,,Gurgaon,IND,28.46385,77.017838,2003,200.0,$0
1406,52cdef7e4bab8bd67529a663,Fishlabs,mobile,Mobile games for avid gamers on the go!,Hamburg,DEU,53.5845505,10.015551,2004,65.0,$0
1407,52cdef7e4bab8bd67529a66b,Sojern,travel,Travel Data & Media Company,San Francisco,USA,41.238038,-96.183033,2007,75.0,$42.5M
1408,52cdef7e4bab8bd67529a676,LeapFish,web,Real Time Search Engine,pleasanton,USA,37.700863,-121.8794206,2008,110.0,$0
1409,52cdef7e4bab8bd67529a679,DotNext,ecommerce,,Pleasanton,USA,37.7008794,-121.8794209,2006,100.0,$0
1410,52cdef7e4bab8bd67529a696,Ridemakerz,ecommerce,Online Toy Story,Saint Louis,USA,38.691084,-90.354532,2006,,$23M
1411,52cdef7e4bab8bd67529a6a6,Tableau Software,software,,Seattle,USA,47.6504518,-122.3545086,2003,92.0,$15M
1412,52cdef7e4bab8bd67529a6a9,Apprenda,enterprise,The Leading Enterprise PaaS,Clifton Park,USA,42.856515,-73.782775,2007,51.0,$31M
1413,52cdef7e4bab8bd67529a6b6,cFares,search,Travel search engine,Redwood City,USA,37.5383063,-122.2523918,2005,,$13.6M
1414,52cdef7e4bab8bd67529a70f,PrestaShop,software,Open Source E-Commerce Software,Levallois-Perret,FRA,48.8687217,2.3593849,2007,80.0,€3.9M
1416,52cdef7e4bab8bd67529a71c,Appcelerator,enterprise,Mobile Enterprise Platform,Mountain View,USA,37.3909185,-122.0808426,2006,150.0,$68.9M
1418,52cdef7e4bab8bd67529a721,Silver Tail Systems,analytics,Business Logic Abuse Fraud Protection ,Menlo Park,USA,37.4280877,-122.143368,2008,90.0,$22.1M
1420,52cdef7e4bab8bd67529a723,Modelinia,web,supermodel hub,New York,USA,40.739867,-73.990024,2008,,$5M
1421,52cdef7e4bab8bd67529a73a,Jolicloud,enterprise,Cloud management platform,Paris,FRA,48.8566667,2.3509871,2009,,$4.2M
1422,52cdef7e4bab8bd67529a73f,Altierre,mobile,Pricing Software,San Jose,USA,37.3968262,-121.8957166,2003,,$60M
1423,52cdef7e4bab8bd67529a750,Logic Voice,messaging,Business Telecommunication Solution,Queens,USA,40.6607436,-73.7709398,2008,61.0,$0
1426,52cdef7e4bab8bd67529a771,Agilence,enterprise,Retail Loss Prevention Software,Camden,USA,39.9443552,-75.1257381,2006,,$12.7M
1427,52cdef7e4bab8bd67529a777,Quantance,semiconductor,semiconductors for mobile phones,San Mateo,USA,37.536402,-122.325129,2006,,$44.8M
1428,52cdef7e4bab8bd67529a777,Quantance,semiconductor,semiconductors for mobile phones,Beaverton,USA,45.530364,-122.841627,2006,,$44.8M
1429,52cdef7e4bab8bd67529a77a,Veeam Software,software,Solutions for VMware and Hyper-V,Columbus,USA,40.088052,-83.088566,2006,1500.0,$0
1447,52cdef7e4bab8bd67529a77c,Fonality,enterprise,,Los Angeles,USA,33.9874429,-118.3846632,2003,,$26.8M
1449,52cdef7e4bab8bd67529a78c,Allegiance,software,The Power to Engage,South Jordan,USA,40.554923,-111.9032625,2005,,$38.3M
1452,52cdef7e4bab8bd67529a7cf,SecondMarket,finance,Online Marketplace,New York,USA,40.705439,-74.012822,2004,140.0,$34.2M
1454,52cdef7e4bab8bd67529a7d7,SenSage,security,Data Warehousing Solutions,San Francisco,USA,37.785655,-122.398393,2004,,$37.1M
1459,52cdef7e4bab8bd67529a81a,BlueKai,advertising,Data Activation System,New York,USA,40.760955,-73.968441,2007,142.0,$41.9M
1462,52cdef7e4bab8bd67529a81b,Shutterstock,public_relations,Stock Photography Marketplace,New York City,USA,40.7051551,-74.0115175,2003,220.0,$0
1463,52cdef7e4bab8bd67529a821,Manthan Systems,analytics,Global Retail Solution,Bangalore,IND,12.9708947,77.5976747,2003,,$47M
1465,52cdef7e4bab8bd67529a821,Manthan Systems,analytics,Global Retail Solution,Schaumburg,USA,42.062816,-88.034017,2003,,$47M
1467,52cdef7e4bab8bd67529a835,RideCharge,mobile,Mobile transportation solutions,Alexandria,USA,38.814329,-77.038605,2007,75.0,$8.6M
1470,52cdef7e4bab8bd67529a858,Smart Online,software,,Durham,USA,35.8772527,-78.8392427,2005,52.0,$0
1471,52cdef7e4bab8bd67529a861,QualSoft Services,software,,Woodmere,USA,40.632734,-73.720916,2004,100.0,$0
1472,52cdef7e4bab8bd67529a864,Rudder,web,Personal Finance Monitoring,Houston,USA,29.739322,-95.444747,2006,,$2M
1473,52cdef7e4bab8bd67529a876,Proclivity Systems,software,,New York,USA,40.738954,-73.992,2006,,$5.9M
1474,52cdef7e4bab8bd67529a87a,mPay Gateway,software,,Minneapolis,USA,44.98983,-93.2743,2004,,$9.16M
1475,52cdef7e4bab8bd67529a886,Vantos,enterprise,Enterprise Investigation,Seattle,USA,47.6018054,-122.3342382,2003,,$17.6M
1476,52cdef7e4bab8bd67529a889,Hanger Network In-Home Media,advertising,EcoHanger Delivery Programs ,New York,USA,40.769375,-73.982635,2005,,$18M
1477,52cdef7e4bab8bd67529a88a,i2we,web,social internet applications,Berkeley,USA,37.8665325,-122.2634131,2007,,$750k
